Publisher Name,Series Name,Full Title,Release Date,In Collection,In Wish List,Marked Read
DC Comics,Gen 13,Gen 13 #47,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #48,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #49,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #50,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #51,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #52,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #53,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #54,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #55,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #56,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #57,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #58,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #59,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #60,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #61,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #62,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #63,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #64,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #65,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #66,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #67,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #68,1999-01-01,1,0,0
DC Comics,Gen 13,Gen 13 #69,1999-01-01,1,0,0
DC Comics,Gen 13: Fairchild,Gen 13: Fairchild #1,2000-01-01,1,0,0
Marvel Comics,New Warriors: Giant-Size Spectacular,New Warriors: Giant-Size Spectacular #1,1994-01-01,1,0,0
Independent,G.I. Joe: A Real American Hero — MIA,G.I. Joe: A Real American Hero — MIA #1,2008-01-01,1,0,0
Independent,G.I. Joe: A Real American Hero — MIA,G.I. Joe: A Real American Hero — MIA #2,2008-01-01,1,0,0
Independent,G.I. Joe: A Real American Hero,G.I. Joe: A Real American Hero #4,2010-01-01,1,0,0
DC Comics,The Intimates,The Intimates #1,2004-01-01,1,0,0
DC Comics,ThunderCats,ThunderCats #0,2002-01-01,1,0,0
Image Comics,Bastard Samurai,Bastard Samurai #1,2002-01-01,1,0,0
Image Comics,Bastard Samurai,Bastard Samurai #2,2002-01-01,1,0,0
Top Cow/Image,Battle of the Planets,Battle of the Planets #1,2002-01-01,1,0,0
Top Cow/Image,Battle of the Planets,Battle of the Planets #2,2002-01-01,1,0,0
Marvel Comics,Wolverine: Origin of an X-Men,Wolverine: Origin of an X-Men #FCBD,2009-01-01,1,0,0
Marvel Comics,Avengers,Avengers #FCBD,2012-01-01,1,0,0
Marvel/Paramount,Star Trek: Voyager — Encounters with the Unknown,Star Trek: Voyager — Encounters with the Unknown #GN,2001-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #0,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #62,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #63,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #64,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #65,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #66,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #67,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #68,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #69,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #70,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #71,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #72,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #73,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #74,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #75,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #76,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #77,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #78,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #79,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #80,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #81,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #82,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #83,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #84,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #85,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #86,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #87,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #88,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #89,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #90,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #91,1994-01-01,1,0,0
Image Comics,Savage Dragon,Savage Dragon #95,1994-01-01,1,0,0
DC Comics,Batman/Superman: World's Finest,Batman/Superman: World's Finest #4,2022-01-01,1,0,0
DC Comics,Batman/Superman: World's Finest,Batman/Superman: World's Finest #5,2022-01-01,1,0,0
DC Comics,Batman/Superman: World's Finest,Batman/Superman: World's Finest #6,2022-01-01,1,0,0
DC Comics,Batman/Superman: World's Finest,Batman/Superman: World's Finest #8,2022-01-01,1,0,0
DC Comics,Batman,Batman #126,2022-01-01,1,0,0
DC Comics,Batman,Batman #127,2022-01-01,1,0,0
DC Comics,Batman,Batman #128,2022-01-01,1,0,0
DC Comics,Batman,Batman #129,2022-01-01,1,0,0
DC Comics,WildC.A.T.s: Wildcats in the DC Universe — Since the Shattering,WildC.A.T.s: Wildcats in the DC Universe — Since the Shattering #1,2023-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #1,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #2,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #3,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #4,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #5,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #6,2021-01-01,1,0,0
DC Comics,Justice League: Last Ride,Justice League: Last Ride #7,2021-01-01,1,0,0
DC Comics,Nubia & the Amazons,Nubia & the Amazons #1,2021-01-01,1,0,0
DC Comics,Nubia & the Amazons,Nubia & the Amazons #6,2021-01-01,1,0,0
DC Comics,Nubia: Coronation Special,Nubia: Coronation Special #1,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #1,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #1,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #2,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #3,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #4,2022-01-01,1,0,0
DC Comics,Black Adam,Black Adam #5,2022-01-01,1,0,0
DC Comics,Black Adam: The Justice Society Files — Hawkman,Black Adam: The Justice Society Files — Hawkman #1,2022-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #3,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #4,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #5,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #6,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #7,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #9,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #10,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #11,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #12,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #13,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #14,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #16,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #17,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #Annual 2021,2021-01-01,1,0,0
DC Comics,Superman: Son of Kal-El,Superman: Son of Kal-El #50,2023-01-01,1,0,0
DC Comics,Nightwing,Nightwing #78,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #79,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #80,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #81,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #82,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #83,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #84,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #85,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #86,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #87,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #88,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #89,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #90,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #91,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #92,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #93,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #94,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #95,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #96,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #97,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #98,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #99,2021-01-01,1,0,0
DC Comics,Nightwing,Nightwing #100,2021-01-01,1,0,0
DC Comics,Nightwing Annual,Nightwing Annual #2022,2022-01-01,1,0,0
DC Comics,The Flash,The Flash #768,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #769,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #771,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #772,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #773,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #774,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #775,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #776,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #777,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #778,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #779,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #780,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #781,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #782,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #784,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #785,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #786,2021-01-01,1,0,0
DC Comics,The Flash,The Flash #787,2021-01-01,1,0,0
DC Comics,Justice League vs. The Legion of Super-Heroes,Justice League vs. The Legion of Super-Heroes #5,2022-01-01,1,0,0
DC Comics,Justice League vs. The Legion of Super-Heroes,Justice League vs. The Legion of Super-Heroes #6,2022-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #2,2021-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #4,2021-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #6,2021-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #7,2021-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #8,2021-01-01,1,0,0
DC Comics,Teen Titans Academy,Teen Titans Academy #9,2021-01-01,1,0,0
DC Comics,Titans United,Titans United #5,2022-01-01,1,0,0
DC Comics,Titans United,Titans United #6,2022-01-01,1,0,0
DC Comics,Titans United,Titans United #7,2022-01-01,1,0,0
DC Comics,Milestone Returns: Infinite Edition,Milestone Returns: Infinite Edition #0,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #1,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #2,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #3,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #4,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #5,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #6,2021-01-01,1,0,0
DC Comics,Justice League Infinity,Justice League Infinity #7,2021-01-01,1,0,0
DC Comics,I Am Batman,I Am Batman #0,2021-01-01,1,0,0
DC Comics,I Am Batman,I Am Batman #12,2021-01-01,1,0,0
DC Comics,I Am Batman,I Am Batman #13,2021-01-01,1,0,0
DC Comics,I Am Batman,I Am Batman #14,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #1,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #2,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #3,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #4,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #5,2021-01-01,1,0,0
DC Comics,Aquaman: The Becoming,Aquaman: The Becoming #6,2021-01-01,1,0,0
DC Comics,DC Pride,DC Pride #1,2022-01-01,1,0,0
DC Comics,Dark Crisis on Infinite Earths,Dark Crisis on Infinite Earths #1,2022-01-01,1,0,0
DC Comics,Dark Crisis on Infinite Earths,Dark Crisis on Infinite Earths #2,2022-01-01,1,0,0
DC Comics,Dark Crisis on Infinite Earths,Dark Crisis on Infinite Earths #3,2022-01-01,1,0,0
DC Comics,Dark Crisis on Infinite Earths,Dark Crisis on Infinite Earths #6,2022-01-01,1,0,0
DC Comics,Dark Crisis on Infinite Earths,Dark Crisis on Infinite Earths #7,2022-01-01,1,0,0
DC Comics,Dark Crisis: Young Justice,Dark Crisis: Young Justice #3,2022-01-01,1,0,0
DC Comics,Dark Crisis: Young Justice,Dark Crisis: Young Justice #4,2022-01-01,1,0,0
DC Comics,Dark Crisis: Young Justice,Dark Crisis: Young Justice #5,2022-01-01,1,0,0
DC Comics,Dark Crisis: Young Justice,Dark Crisis: Young Justice #6,2022-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #1,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #2,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #3,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #4,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #5,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #6,2021-01-01,1,0,0
DC Comics,Wonder Girl,Wonder Girl #7,2021-01-01,1,0,0
DC Comics,DC Universe: Lazarus Planet Alpha,DC Universe: Lazarus Planet Alpha #1,2023-01-01,1,0,0
DC Comics,Adventures of Superman: Jon Kent,Adventures of Superman: Jon Kent #1,2023-01-01,1,0,0
DC Comics,Adventures of Superman: Jon Kent,Adventures of Superman: Jon Kent #2,2023-01-01,1,0,0
DC Comics,Adventures of Superman: Jon Kent,Adventures of Superman: Jon Kent #3,2023-01-01,1,0,0
DC Comics,Justice Society of America,Justice Society of America #1,2022-01-01,1,0,0
DC Comics,The New Golden Age,The New Golden Age #1,2022-01-01,1,0,0
DC Comics,City Boy,City Boy #1,2023-01-01,1,0,0
DC Comics,Dawn of DC: Night Terrors,Dawn of DC: Night Terrors #FCBD,2023-01-01,1,0,0
DC Comics,DC Power: A Celebration,DC Power: A Celebration #1,2023-01-01,1,0,0
DC Comics,Shazam!,Shazam! #1,2023-01-01,1,0,0
DC Comics,Multiversity: Teen Justice,Multiversity: Teen Justice #1,2022-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #1,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #2,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #4,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #5,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #6,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #7,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #8,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #9,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #10,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #11,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #12,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #13,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #14,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #15,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #16,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #17,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #18,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #19,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #20,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #21,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #22,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #23,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #24,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #25,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #26,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #27,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #28,2019-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #30,2019-01-01,1,0,0
Marvel Comics,Savage Avengers Annual,Savage Avengers Annual #1,2022-01-01,1,0,0
Marvel Comics,Chadwick Boseman: Rest in Power,Chadwick Boseman: Rest in Power #1,2021-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #01,2022-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #02,2022-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #03,2022-01-01,1,0,0
Marvel Comics,Savage Avengers,Savage Avengers #07,2022-01-01,1,0,0
Marvel Comics,Heroes Reborn,Heroes Reborn #2,2021-01-01,1,0,0
Marvel Comics,Heroes Reborn: Young Squadron,Heroes Reborn: Young Squadron #1,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #1,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #2,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #3,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #4,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #5,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #6,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #7,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #9,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #11,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #12,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #1,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #8,2018-01-01,1,0,0
Marvel Comics,Avengers,Avengers #18,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #19,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #21,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #23,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #25,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #26,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #27,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #28,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #29,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #30,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #31,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #32,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #33,2019-01-01,1,0,0
Marvel Comics,Avengers,Avengers #34,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #35,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #36,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #37,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #38,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #39,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #40,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #41,2020-01-01,1,0,0
Marvel Comics,Avengers,Avengers #42,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #43,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #44,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #45,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #46,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #47,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #48,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #49,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #50,2021-01-01,1,0,0
Marvel Comics,Avengers,Avengers #55,2022-01-01,1,0,0
Marvel Comics,Avengers,Avengers #56,2022-01-01,1,0,0
Marvel Comics,Avengers,Avengers #57,2022-01-01,1,0,0
Marvel Comics,Avengers,Avengers #58,2022-01-01,1,0,0
Marvel Comics,Avengers,Avengers #65,2023-01-01,1,0,0
Marvel Comics,Avengers,Avengers #10,2010-01-01,1,0,0
Marvel Comics,Avengers,Avengers #12.1,2011-01-01,1,0,0
Marvel Comics,Avengers,Avengers #1,2010-01-01,1,0,0
Marvel Comics,Avengers,Avengers #77,2012-01-01,1,0,0
Marvel Comics,Avengers,Avengers #78,2012-01-01,1,0,0
Marvel Comics,Avengers,Avengers #79,2012-01-01,1,0,0
Marvel Comics,Avengers,Avengers #80,2012-01-01,1,0,0
Marvel Comics,Avengers,Avengers #81,2012-01-01,1,0,0
Marvel Comics,Avengers Forever,Avengers Forever #2,2022-01-01,1,0,0
Marvel Comics,Avengers Forever,Avengers Forever #3,2022-01-01,1,0,0
Marvel Comics,Avengers Forever,Avengers Forever #6,2022-01-01,1,0,0
Marvel Comics,Avengers Forever,Avengers Forever #13,2022-01-01,1,0,0
Marvel Comics,Vengeance Forever,Vengeance Forever #1,2022-01-01,1,0,0
Marvel Comics,Avengers: Curse of the Man-Thing,Avengers: Curse of the Man-Thing #1,2021-01-01,1,0,0
Marvel Comics,Avengers Inc.,Avengers Inc. #1,2023-01-01,1,0,0
Marvel Comics,Avengers Inc.,Avengers Inc. #2,2023-01-01,1,0,0
Marvel Comics,Avengers Inc.,Avengers Inc. #3,2023-01-01,1,0,0
Marvel Comics,Avengers: War Across Time,Avengers: War Across Time #1,2023-01-01,1,0,0
Marvel Comics,Avengers: War Across Time,Avengers: War Across Time #2,2023-01-01,1,0,0
Marvel Comics,Avengers: War Across Time,Avengers: War Across Time #3,2023-01-01,1,0,0
Marvel Comics,Avengers: War Across Time,Avengers: War Across Time #4,2023-01-01,1,0,0
Marvel Comics,Avengers: War Across Time,Avengers: War Across Time #5,2023-01-01,1,0,0
Marvel Comics,Avengers: The Children's Crusade,Avengers: The Children's Crusade #3 of 9,2010-01-01,1,0,0
Marvel Comics,Avengers: The Children's Crusade,Avengers: The Children's Crusade #4 of 9,2010-01-01,1,0,0
Marvel Comics,Avengers: The Children's Crusade,Avengers: The Children's Crusade #5 of 9,2010-01-01,1,0,0
Marvel Comics,Avengers: The Children's Crusade,Avengers: The Children's Crusade #6 of 9,2010-01-01,1,0,0
Marvel Comics,Avengers: The Children's Crusade,Avengers: The Children's Crusade #7 of 9,2010-01-01,1,0,0
Marvel Comics,Uncanny Avengers,Uncanny Avengers #27,2017-01-01,1,0,0
Marvel Comics,Uncanny Avengers,Uncanny Avengers #28,2017-01-01,1,0,0
Marvel Comics,Uncanny Avengers,Uncanny Avengers #30,2017-01-01,1,0,0
Marvel Comics,Avengers: Shards of Infinity,Avengers: Shards of Infinity #1,2018-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #1,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #2,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #3,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #4,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #5,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #6,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #7,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #8,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #9,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #10,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #11,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #12,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #13,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #17,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #18,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #19,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #21,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #22,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #23,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #24,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #25,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #29,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #30,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #32,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #33,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #34,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #35,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #36,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #37,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #38,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #40,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #41,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #42,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #43,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #44,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #45,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #46,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #47,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #48,2005-01-01,1,0,0
Marvel Comics,New Avengers,New Avengers #49,2005-01-01,1,0,0
