title,issue,url,px_w,px_h,est_img_tokens
Lois Lane,10,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7372326-10.jpg,0,0,550
Lois Lane,11,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7414685-11.jpg,0,0,550
Lois Lane,12,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7453631-12.jpg,0,0,550
Robins,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/8205706-01.jpg,0,0,550
Robins,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9334899-wwww.jpg,0,0,550
Robins,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9334896-wwww.jpg,0,0,550
Robins,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9334894-wwww.jpg,0,0,550
Robins,5,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/8416827-8878029446-20743.jpg,0,0,550
Robins,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9334892-wwww.jpg,0,0,550
Wonder Woman Annual,3,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7125267-03.jpg,0,0,550
Wonder Woman,73,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6983976-73.jpg,0,0,550
Wonder Woman,74,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7003534-74.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4027074-01.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,2,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4045440-02.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,3,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4061238-03.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,4,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4075869-04.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,5,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4091677-05.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,6,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4107665-06.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,7,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4119740-07.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,8,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4133196-08.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,9,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4148640-09.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,10,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4161863-10.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,11,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4177202-11.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,12,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4188398-12.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,13,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4204507-13.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,14,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4217016-14.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,15,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4230965-15.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,16,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4244717-16.jpg,0,0,550
Sensation Comics Featuring Wonder Woman,17,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4257386-17.jpg,0,0,550
Legend of Wonder Woman,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4903574-01.jpg,0,0,550
Legend of Wonder Woman,2,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4916190-02.jpg,0,0,550
Legend of Wonder Woman,3,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4923434-03.jpg,0,0,550
Legend of Wonder Woman,4,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4937967-04.jpg,0,0,550
Legend of Wonder Woman,5,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4949861-05.jpg,0,0,550
Legend of Wonder Woman,6,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4959026-03.jpg,0,0,550
Legend of Wonder Woman,7,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4966452-07.jpg,0,0,550
Legend of Wonder Woman,8,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4974396-08.jpg,0,0,550
Legend of Wonder Woman,9,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/4984975-09.jpg,0,0,550
Aquaman,43,https://static.wikia.nocookie.net/marvel_dc/images/8/8e/Aquaman_Vol_8_43.jpg,0,0,550
Aquaman,45,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6808481-45.jpg,0,0,550
Aquaman,46,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6851731-46.jpg,0,0,550
Aquaman,47,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6894694-47.jpg,0,0,550
Aquaman,48,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6931144-48.jpg,0,0,550
Aquaman,49,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6975085-49.jpg,0,0,550
The Flash,750,https://static.wikia.nocookie.net/marvel_dc/images/9/9c/The_Flash_Vol_1_750.jpg,0,0,550
The Flash,767,https://static.wikia.nocookie.net/marvel_dc/images/2/22/The_Flash_Vol_1_767.jpg,0,0,550
Stargirl: Spring Break Special,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7987360-01.jpg,0,0,550
Young Justice,8,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7067501-08.jpg,0,0,550
Young Justice,9,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7099345-09.jpg,0,0,550
Young Justice,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/7670507-01.jpg,0,0,550
Young Justice,11,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/7670508-01.jpg,0,0,550
Young Justice,12,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8324136-0001.jpg,0,0,550
Young Justice,13,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8324137-0001.jpg,0,0,550
Young Justice,14,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8324138-0001.jpg,0,0,550
Young Justice,16,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8324140-0001.jpg,0,0,550
Young Justice,17,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8324141-0007.jpg,0,0,550
Adventures of the Super Sons,6,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6754295-06.jpg,0,0,550
Adventures of the Super Sons,7,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6790006-07.jpg,0,0,550
Adventures of the Super Sons,8,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6830118-08.jpg,0,0,550
Adventures of the Super Sons,9,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6875308-09.jpg,0,0,550
Adventures of the Super Sons,10,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6913020-10.jpg,0,0,550
Adventures of the Super Sons,11,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6958330-11.jpg,0,0,550
Adventures of the Super Sons,12,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7003537-12.jpg,0,0,550
Robin 80th Anniversary 100-Page Super Spectacular,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7282224-01.jpg,0,0,550
Action Comics,1015,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7083454-1015.jpg,0,0,550
Action Comics,1016,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7116650-1016.jpg,0,0,550
Action Comics,1017,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7160295-1017.jpg,0,0,550
Action Comics,1018,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7195869-1018.jpg,0,0,550
Action Comics,1019,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7225293-1019.jpg,0,0,550
Action Comics,1020,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7258425-1020.jpg,0,0,550
Action Comics,1021,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7292012-1021.jpg,0,0,550
The Batman Who Laughs,4,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6884515-04.jpg,0,0,550
Black Adam: Year Of The Villain,3,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7258444-03.jpg,0,0,550
DC's Year of the Villain Special,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6913009-01.jpg,0,0,550
Batman/Superman,1,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7052758-01.jpg,0,0,550
Batman/Superman,2,https://static.wikia.nocookie.net/marvel_dc/images/f/f4/Batman_Superman_Vol_2_2.jpg,0,0,550
Batman/Superman,3,https://static.wikia.nocookie.net/marvel_dc/images/9/9b/Batman_Superman_Vol_2_3.jpg,0,0,550
Batman/Superman,5,https://static.wikia.nocookie.net/marvel_dc/images/4/4d/Batman_Superman_Vol_2_5.jpg,0,0,550
Strange Adventures,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9197549-scan0000.jpg,0,0,550
Event Leviathan,4,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7067484-04.jpg,0,0,550
Event Leviathan,6,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7142275-06.jpg,0,0,550
Superman,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11118/111185606/8508190-superman006%282019%29pagecover.jpg,0,0,550
Superman,18,https://comicvine.gamespot.com/a/uploads/scale_medium/11112/111121983/6933994-8175125709-SUPER.jpg,0,0,550
Terrifics,25,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/7240564-25.jpg,0,0,550
Terrifics,34,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/6397203-03.jpg,0,0,550
Batman/Superman: World's Finest,7,https://comicvine.gamespot.com/a/uploads/scale_medium/6/67663/8658313-0722dc134.jpg,0,0,550
World's Finest: Teen Titans,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9090978-wwww.jpg,0,0,550
World's Finest: Teen Titans,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9129183-wwww.jpg,0,0,550
World's Finest: Teen Titans,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9164089-wwww.jpg,0,0,550
World's Finest: Teen Titans,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9194231-wwww.jpg,0,0,550
Monkey Prince,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8438232-wwww.jpg,0,0,550
Jay Garrick: The Flash,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9136170-wwww.jpg,0,0,550
Jay Garrick: The Flash,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9172981-wwww.jpg,0,0,550
Jay Garrick: The Flash,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9202325-wwww.jpg,0,0,550
Jay Garrick: The Flash,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9235954-wwww.jpg,0,0,550
Jay Garrick: The Flash,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9334320-wwww.jpg,0,0,550
Storm,8,https://static.wikia.nocookie.net/marveldatabase/images/4/46/Storm_Vol_5_8.jpg,0,0,550
Storm,9,https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Storm_Vol_5_9.jpg,0,0,550
Storm,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9311508-wwww.jpg,0,0,550
Storm,11,https://static.wikia.nocookie.net/marveldatabase/images/f/f7/Storm_Vol_5_11.jpg,0,0,550
New Avengers,1,https://static.wikia.nocookie.net/marveldatabase/images/8/85/New_Avengers_Vol_3_1.jpg,0,0,550
New Avengers,2,https://static.wikia.nocookie.net/marveldatabase/images/c/c8/New_Avengers_Vol_3_2.jpg,0,0,550
New Avengers,3,https://static.wikia.nocookie.net/marveldatabase/images/c/cb/New_Avengers_Vol_3_3.jpg,0,0,550
New Avengers,4,https://static.wikia.nocookie.net/marveldatabase/images/f/f3/New_Avengers_Vol_3_4.jpg,0,0,550
New Avengers,5,https://static.wikia.nocookie.net/marveldatabase/images/2/24/New_Avengers_Vol_3_5.jpg,0,0,550
New Avengers,6,https://static.wikia.nocookie.net/marveldatabase/images/3/3a/New_Avengers_Vol_3_6.jpg,0,0,550
New Avengers,7,https://static.wikia.nocookie.net/marveldatabase/images/3/3c/New_Avengers_Vol_3_7.jpg,0,0,550
New Avengers,8,https://static.wikia.nocookie.net/marveldatabase/images/e/ee/New_Avengers_Vol_3_8.jpg,0,0,550
New Avengers,9,https://static.wikia.nocookie.net/marveldatabase/images/b/b6/New_Avengers_Vol_3_9.jpg,0,0,550
Red Hawk,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11145/111450787/9252763-3420350079-712ly.jpg,0,0,550
Red Hawk,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11145/111450787/9484187-8763151933-71Rgf.jpg,0,0,550
Red Hawk,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11145/111450787/9484767-6845980408-71AuR.jpg,0,0,550
Red Hawk,8,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9284746-cover.jpg,0,0,550
Red Hawk,9,https://comicvine.gamespot.com/a/uploads/scale_medium/11158/111588879/9304121-8479239297-61xNP.jpg,0,0,550
Captain America,2,https://static.wikia.nocookie.net/marveldatabase/images/2/24/Captain_America_Vol_13_2.jpg,0,0,550
Captain America,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/119711/3039726-3.jpg,0,0,550
Captain America,5,https://static.wikia.nocookie.net/marveldatabase/images/8/81/Captain_America_Vol_13_5.jpg,0,0,550
Captain America,6,https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Captain_America_Vol_13_6.jpg,0,0,550
Captain America,7,https://static.wikia.nocookie.net/marveldatabase/images/f/f6/Captain_America_Vol_13_7.jpg,0,0,550
Marvel Knights: The World to Come,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9791767-wwww.jpg,0,0,550
The World to Come,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9887536-cover.jpg,0,0,550
The World to Come,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9913046-cover.jpg,0,0,550
Ultimate Black Panther,19,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9834501-cover.jpg,0,0,550
Ultimate Black Panther,20,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9869569-cover.jpg,0,0,550
Ultimate Black Panther,21,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9887579-cover.jpg,0,0,550
Ultimate Black Panther,22,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9913107-cover.jpg,0,0,550
Ultimate Black Panther,23,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9933543-cover.jpg,0,0,550
Ultimate Black Panther,24,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9967102-cover.jpg,0,0,550
Miles Morales: Spider-Man Annual,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9448496-wwww.jpg,0,0,550
Miles Morales: Spider-Man,32,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9678061-wwww.jpg,0,0,550
Miles Morales: Spider-Man,33,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9722037-wwww.jpg,0,0,550
Miles Morales: Spider-Man,34,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9764047-wwww.jpg,0,0,550
Miles Morales: Spider-Man,35,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9785092-wwww.jpg,0,0,550
Miles Morales: Spider-Man,36,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9825215-wwww.jpg,0,0,550
Miles Morales: Spider-Man,37,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9843033-cover.jpg,0,0,550
Miles Morales: Spider-Man,38,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9869499-cover.jpg,0,0,550
Miles Morales: Spider-Man,39,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9897397-wwww.jpg,0,0,550
Miles Morales: Spider-Man,40,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9907487-wwww.jpg,0,0,550
Miles Morales: Spider-Man,41,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9927501-wwww.jpg,0,0,550
Death of the Silver Surfer,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9791753-wwww.jpg,0,0,550
Death of the Silver Surfer,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9842954-cover.jpg,0,0,550
Death of the Silver Surfer,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9875475-wwww.jpg,0,0,550
Death of the Silver Surfer,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9902668-wwww.jpg,0,0,550
Spider-Punk,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11144/111442876/8603429-spiderpunk2022004_preview-1.jpg,0,0,550
Bishop: War College,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11144/111442876/8812224-opiol.jpg,0,0,550
Bishop: War College,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11144/111442876/8861555-bishopwarcollege2023002_preview-page-001-scaled.jpg,0,0,550
Bishop: War College,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11143/111431054/8913489-bishop-warcollege03%28of05%29-000.jpg,0,0,550
Bishop: War College,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8953683-wwww.jpg,0,0,550
Bishop: War College,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/8969829-wwww.jpg,0,0,550
Storm: Lifedream,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9614832-cover.jpg,0,0,550
Storm: Earth's Mightiest Mutant,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11182/111829875/9753832-img_9100.jpeg,0,0,550
Uncanny X-Men,10,https://static.wikia.nocookie.net/marveldatabase/images/e/e9/Uncanny_X-Men_Vol_6_10.jpg,0,0,550
Uncanny X-Men,11,https://static.wikia.nocookie.net/marveldatabase/images/d/d2/Uncanny_X-Men_Vol_6_11.jpg,0,0,550
Uncanny X-Men,12,https://static.wikia.nocookie.net/marveldatabase/images/f/f9/Uncanny_X-Men_Vol_6_12.jpg,0,0,550
Uncanny X-Men,13,https://static.wikia.nocookie.net/marveldatabase/images/c/cb/Uncanny_X-Men_Vol_6_13.jpg,0,0,550
Uncanny X-Men,14,https://static.wikia.nocookie.net/marveldatabase/images/3/3b/Uncanny_X-Men_Vol_6_14.jpg,0,0,550
Uncanny X-Men,15,https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Uncanny_X-Men_Vol_6_15.jpg,0,0,550
Uncanny X-Men,16,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Uncanny_X-Men_Vol_6_16.jpg,0,0,550
Uncanny X-Men,18,https://static.wikia.nocookie.net/marveldatabase/images/5/55/Uncanny_X-Men_Vol_6_18.jpg,0,0,550
Uncanny X-Men,19,https://static.wikia.nocookie.net/marveldatabase/images/3/3d/Uncanny_X-Men_Vol_6_19.jpg,0,0,550
Exceptional X-Men,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9577473-cover.jpg,0,0,550
Exceptional X-Men,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9599512-wwww.jpg,0,0,550
Exceptional X-Men,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9634750-wwww.jpg,0,0,550
Exceptional X-Men,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9663769-cover.jpg,0,0,550
Exceptional X-Men,8,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9693796-wwww.jpg,0,0,550
Exceptional X-Men,9,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9729846-wwww.jpg,0,0,550
Exceptional X-Men,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9751493-cover.jpg,0,0,550
X-Men: Magneto Hunt - Omega,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9403581-wwww.jpg,0,0,550
Psylocke,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9614766-cover.jpg,0,0,550
Psylocke,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9627337-wwww.jpg,0,0,550
Psylocke,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9678073-wwww.jpg,0,0,550
Psylocke,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9716205-cover.jpg,0,0,550
Psylocke,9,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9799313-wwww.jpg,0,0,550
Psylocke,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9834456-cover.jpg,0,0,550
NYX,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9554201-cover.jpg,0,0,550
NYX,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9592182-wwww.jpg,0,0,550
NYX,8,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9634757-wwww.jpg,0,0,550
NYX,9,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9648415-wwww.jpg,0,0,550
NYX,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9708184-wwww.jpg,0,0,550
Storm: Earth's Mightiest Mutant,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/10041799-cover.jpg,0,0,550
Storm: Earth's Mightiest Mutant,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/10060564-cover.jpg,0,0,550
Storm: Earth's Mightiest Mutant,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/10087557-cover.jpg,0,0,550
X-Men,10,https://static.wikia.nocookie.net/marveldatabase/images/3/32/X-Men_Vol_6_10.jpg,0,0,550
X-Men,11,https://static.wikia.nocookie.net/marveldatabase/images/6/65/X-Men_Vol_6_11.jpg,0,0,550
X-Men,12,https://static.wikia.nocookie.net/marveldatabase/images/1/1d/X-Men_Vol_6_12.jpg,0,0,550
X-Men,13,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/X-Men_Vol_6_13.jpg,0,0,550
X-Men,14,https://static.wikia.nocookie.net/marveldatabase/images/9/94/X-Men_Vol_6_14.jpg,0,0,550
X-Men,15,https://static.wikia.nocookie.net/marveldatabase/images/6/6b/X-Men_Vol_6_15.jpg,0,0,550
X-Men,16,https://static.wikia.nocookie.net/marveldatabase/images/5/58/X-Men_Vol_6_16.jpg,0,0,550
X-Men,17,https://static.wikia.nocookie.net/marveldatabase/images/1/15/X-Men_Vol_6_17.jpg,0,0,550
X-Men,19,https://static.wikia.nocookie.net/marveldatabase/images/4/41/X-Men_Vol_6_19.jpg,0,0,550
Laura Kinney: Wolverine,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11182/111829875/9828431-img_9690.jpeg,0,0,550
Laura Kinney: Wolverine,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9599518-wwww.jpg,0,0,550
Laura Kinney: Wolverine,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9634753-wwww.jpg,0,0,550
Dazzler,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9561145-wwww.jpg,0,0,550
Imperial,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9902672-wwww.jpg,0,0,550
Magik,1,https://static.wikia.nocookie.net/marveldatabase/images/e/e2/Magik_Vol_2_1.jpg,0,0,550
Magik,2,https://static.wikia.nocookie.net/marveldatabase/images/4/45/Magik_Vol_2_2.jpg,0,0,550
Magik,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9663823-cover.jpg,0,0,550
Magik,4,https://static.wikia.nocookie.net/marveldatabase/images/5/58/Magik_Vol_2_4.jpg,0,0,550
Magik,5,https://static.wikia.nocookie.net/marveldatabase/images/9/95/Magik_Vol_2_5.jpg,0,0,550
Magik,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9751555-cover.jpg,0,0,550
Magik,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9785086-wwww.jpg,0,0,550
Aquaman,4,https://static.wikia.nocookie.net/marvel_dc/images/b/b4/Aquaman_Vol_7_4.jpg,0,0,550
Aquaman,9,https://static.wikia.nocookie.net/marvel_dc/images/1/1f/Aquaman_Vol_9_9.jpg,0,0,550
Aquaman,12,https://static.wikia.nocookie.net/marvel_dc/images/b/b0/Aquaman_Vol_9_12.jpg,0,0,550
Batgirl,9,https://static.wikia.nocookie.net/marvel_dc/images/1/1c/Batgirl_Vol_6_9.jpg,0,0,550
Batgirl,10,https://static.wikia.nocookie.net/marvel_dc/images/2/2d/Batgirl_Vol_6_10.jpg,0,0,550
Batgirl,11,https://static.wikia.nocookie.net/marvel_dc/images/1/19/Batgirl_Vol_6_11.jpg,0,0,550
Batgirl,12,https://static.wikia.nocookie.net/marvel_dc/images/a/ae/Batgirl_Vol_6_12.jpg,0,0,550
Batgirl,13,https://static.wikia.nocookie.net/marvel_dc/images/c/c6/Batgirl_Vol_6_13.jpg,0,0,550
Batgirl,14,https://static.wikia.nocookie.net/marvel_dc/images/4/4a/Batgirl_Vol_6_14.jpg,0,0,550
Batgirl,15,https://static.wikia.nocookie.net/marvel_dc/images/3/37/Batgirl_Vol_6_15.jpg,0,0,550
Batgirl,16,https://static.wikia.nocookie.net/marvel_dc/images/c/cf/Batgirl_Vol_6_16.jpg,0,0,550
Batman,1,https://static.wikia.nocookie.net/marvel_dc/images/f/f5/Batman_Vol_4_1.jpg,0,0,550
Batman,6,https://static.wikia.nocookie.net/marvel_dc/images/2/2e/Batman_Vol_4_6.jpg,0,0,550
Batman,101,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/7520325-w.jpg,0,0,550
Batman and Robin: Year One,1,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9938866-cover.jpg,0,0,550
Batman and Robin: Year One,2,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9539876-wwww.jpg,0,0,550
Batman and Robin: Year One,3,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9569015-wwww.jpg,0,0,550
Batman and Robin: Year One,4,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9599475-wwww.jpg,0,0,550
Batman and Robin: Year One,5,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9634704-wwww.jpg,0,0,550
Batman and Robin: Year One,6,https://comicvine.gamespot.com/a/uploads/scale_medium/11161/111615891/9663689-cover.jpg,0,0,550
Batman and Robin: Year One,7,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9727390-wwww.jpg,0,0,550
Batman and Robin: Year One,8,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9755715-wwww.jpg,0,0,550
Batman and Robin: Year One,9,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9791784-wwww.jpg,0,0,550
Batman and Robin: Year One,10,https://comicvine.gamespot.com/a/uploads/scale_medium/11/110017/9831355-wwww.jpg,0,0,550
