Title,Reason
Vengeance of the Moon Knight,"Human-reviewed 1907. All copies are the 2024 Jed MacKay run = Volume 2. GCD derives 3 because it counts a 2010 cataloging artifact of the 2009-2010 run as a separate series; declared 11 was Moon Knight franchise-wide numbering. Do not auto-change."
